ID,Topic,English,Hindi,Difficulty,Part of speech,Source type,Dialogue links
imm-061,Immigration & settlement,visa subclass,वीज़ा उपवर्ग,intermediate,term,curated-direct,"dialogue-028,dialogue-071"
imm-062,Immigration & settlement,visitor visa,आगंतुक वीज़ा,foundation,term,curated-direct,dialogue-028
imm-063,Immigration & settlement,work rights,काम करने का अधिकार,foundation,term,curated-direct,
imm-064,Immigration & settlement,Administrative Review Tribunal,प्रशासनिक समीक्षा अधिकरण,advanced,term,curated-direct,
imm-065,Immigration & settlement,apply for citizenship,नागरिकता के लिए आवेदन करना,foundation,action,curated-direct,"dialogue-005,dialogue-028,dialogue-081"
imm-066,Immigration & settlement,check visa status,वीज़ा स्थिति जाँचना,foundation,action,curated-direct,dialogue-071
imm-067,Immigration & settlement,de facto partner,वास्तविक जीवनसाथी,intermediate,term,curated-direct,
imm-068,Immigration & settlement,meet visa conditions,वीज़ा शर्तें पूरी करना,foundation,action,curated-direct,"dialogue-054,dialogue-077"
imm-069,Immigration & settlement,notice of intention,इरादे की सूचना,advanced,term,curated-direct,
imm-070,Immigration & settlement,visa processing time,वीज़ा प्रक्रिया अवधि,foundation,term,curated-direct,"dialogue-028,dialogue-071"
imm-071,Immigration & settlement,Department of Home Affairs,गृह मामलों का विभाग,intermediate,term,curated-direct,dialogue-028
imm-072,Immigration & settlement,VEVO,वीवो,intermediate,term,curated-supplemental,
imm-073,Immigration & settlement,cancellation notice,रद्दीकरण सूचना,intermediate,term,curated-supplemental,
imm-074,Immigration & settlement,character waiver,चरित्र छूट,intermediate,term,curated-supplemental,
imm-075,Immigration & settlement,departure order,प्रस्थान आदेश,intermediate,term,curated-supplemental,
imm-076,Immigration & settlement,grant letter,स्वीकृति पत्र,intermediate,term,curated-supplemental,
imm-077,Immigration & settlement,health waiver,स्वास्थ्य छूट,intermediate,term,curated-supplemental,
imm-078,Immigration & settlement,immigration detention,आप्रवासन निरोध,intermediate,term,curated-supplemental,
imm-079,Immigration & settlement,ministerial intervention,मंत्री हस्तक्षेप,intermediate,term,curated-supplemental,
imm-080,Immigration & settlement,nomination approval,नामांकन स्वीकृति,intermediate,term,curated-supplemental,
imm-081,Immigration & settlement,refusal letter,अस्वीकृति पत्र,intermediate,term,curated-supplemental,
imm-082,Immigration & settlement,review tribunal,समीक्षा अधिकरण,intermediate,term,curated-supplemental,
imm-083,Immigration & settlement,sponsor approval,प्रायोजक स्वीकृति,intermediate,term,curated-supplemental,
imm-084,Immigration & settlement,temporary stay,अस्थायी प्रवास,intermediate,term,curated-supplemental,dialogue-071
imm-085,Immigration & settlement,bridging visa conditions,ब्रिजिंग वीज़ा शर्तें,intermediate,term,curated-supplemental,
imm-086,Immigration & settlement,citizenship by conferral,प्रदान द्वारा नागरिकता,intermediate,term,curated-supplemental,
imm-087,Immigration & settlement,citizenship by descent,वंश द्वारा नागरिकता,intermediate,term,curated-supplemental,
imm-088,Immigration & settlement,visa entitlement verification,वीज़ा अधिकार सत्यापन,intermediate,term,curated-supplemental,
imm-089,Immigration & settlement,deportation,निर्वासन,intermediate,term,curated-supplemental,
imm-090,Immigration & settlement,detention,निरोध,intermediate,term,curated-supplemental,
imm-091,Immigration & settlement,nomination,नामांकन,intermediate,term,curated-supplemental,dialogue-054
imm-092,Immigration & settlement,removal,देश से निष्कासन,intermediate,term,curated-supplemental,
imm-093,Immigration & settlement,appeal rights,अपील अधिकार,intermediate,term,curated-supplemental,
imm-094,Immigration & settlement,application charge,आवेदन शुल्क,intermediate,term,curated-supplemental,"dialogue-028,dialogue-071"
imm-095,Immigration & settlement,application ID,आवेदन पहचान संख्या,intermediate,term,curated-supplemental,
imm-096,Immigration & settlement,asylum seeker,शरण चाहने वाला,intermediate,term,curated-supplemental,
imm-097,Immigration & settlement,decision record,निर्णय अभिलेख,intermediate,term,curated-supplemental,dialogue-054
